2024-05-30 18:00:57,443 INFO    StreamThr :29640 [internal.py:wandb_internal():85] W&B internal server running at pid: 29640, started at: 2024-05-30 18:00:57.442580
2024-05-30 18:00:57,444 DEBUG   HandlerThread:29640 [handler.py:handle_request():158] handle_request: status
2024-05-30 18:00:57,446 INFO    WriterThread:29640 [datastore.py:open_for_write():87] open: C:\Users\ddc4k\OneDrive\Desktop\빅브라더\wandb\run-20240530_180057-tszlvhgk\run-tszlvhgk.wandb
2024-05-30 18:00:57,446 DEBUG   SenderThread:29640 [sender.py:send():378] send: header
2024-05-30 18:00:57,479 DEBUG   SenderThread:29640 [sender.py:send():378] send: run
2024-05-30 18:00:58,004 INFO    SenderThread:29640 [dir_watcher.py:__init__():211] watching files in: C:\Users\ddc4k\OneDrive\Desktop\빅브라더\wandb\run-20240530_180057-tszlvhgk\files
2024-05-30 18:00:58,004 INFO    SenderThread:29640 [sender.py:_start_run_threads():1123] run started: tszlvhgk with start time 1717059657.443579
2024-05-30 18:00:58,010 DEBUG   HandlerThread:29640 [handler.py:handle_request():158] handle_request: check_version
2024-05-30 18:00:58,010 DEBUG   SenderThread:29640 [sender.py:send_request():405] send_request: check_version
2024-05-30 18:00:58,118 DEBUG   HandlerThread:29640 [handler.py:handle_request():158] handle_request: run_start
2024-05-30 18:00:58,139 DEBUG   HandlerThread:29640 [system_info.py:__init__():26] System info init
2024-05-30 18:00:58,139 DEBUG   HandlerThread:29640 [system_info.py:__init__():41] System info init done
2024-05-30 18:00:58,139 INFO    HandlerThread:29640 [system_monitor.py:start():194] Starting system monitor
2024-05-30 18:00:58,140 INFO    SystemMonitor:29640 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-30 18:00:58,140 INFO    HandlerThread:29640 [system_monitor.py:probe():214] Collecting system info
2024-05-30 18:00:58,146 INFO    SystemMonitor:29640 [interfaces.py:start():188] Started cpu monitoring
2024-05-30 18:00:58,146 INFO    SystemMonitor:29640 [interfaces.py:start():188] Started disk monitoring
2024-05-30 18:00:58,147 INFO    SystemMonitor:29640 [interfaces.py:start():188] Started gpu monitoring
2024-05-30 18:00:58,156 INFO    SystemMonitor:29640 [interfaces.py:start():188] Started memory monitoring
2024-05-30 18:00:58,160 DEBUG   HandlerThread:29640 [system_info.py:probe():150] Probing system
2024-05-30 18:00:58,171 INFO    SystemMonitor:29640 [interfaces.py:start():188] Started network monitoring
2024-05-30 18:00:58,172 DEBUG   HandlerThread:29640 [system_info.py:_probe_git():135] Probing git
2024-05-30 18:00:58,235 DEBUG   HandlerThread:29640 [system_info.py:_probe_git():143] Probing git done
2024-05-30 18:00:58,236 DEBUG   HandlerThread:29640 [system_info.py:probe():198] Probing system done
2024-05-30 18:00:58,236 DEBUG   HandlerThread:29640 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.0', 'heartbeatAt': '2024-05-30T09:00:58.171583', 'startedAt': '2024-05-30T09:00:57.437579', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\ddc4k\\OneDrive\\Desktop\\빅브라더\\sample\\sample2.py', 'codePathLocal': 'sample\\sample2.py', 'codePath': 'sample\\sample2.py', 'git': {'remote': 'https://github.com/jinsobak/CMM_DeepLearning_Module.git', 'commit': '9bbb3a55a1abf7a2952b3e2e82e72d821ba61a44'}, 'email': 'freeman3427@gmail.com', 'root': 'C:/Users/ddc4k/OneDrive/Desktop/빅브라더', 'host': 'DESKTOP-1IL2Q9Q', 'username': 'ddc4k', 'executable': 'c:\\Users\\ddc4k\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'/': {'total': 953.230655670166, 'used': 699.7908897399902}}, 'gpu': 'NVIDIA GeForce RTX 3060 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Ti', 'memory_total': 8589934592}], 'memory': {'total': 15.885662078857422}}
2024-05-30 18:00:58,236 INFO    HandlerThread:29640 [system_monitor.py:probe():224] Finished collecting system info
2024-05-30 18:00:58,236 INFO    HandlerThread:29640 [system_monitor.py:probe():227] Publishing system info
2024-05-30 18:00:58,236 INFO    HandlerThread:29640 [system_monitor.py:probe():229] Finished publishing system info
2024-05-30 18:00:58,244 DEBUG   SenderThread:29640 [sender.py:send():378] send: files
2024-05-30 18:00:58,244 INFO    SenderThread:29640 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-30 18:00:58,389 DEBUG   HandlerThread:29640 [handler.py:handle_request():158] handle_request: python_packages
2024-05-30 18:00:58,389 DEBUG   SenderThread:29640 [sender.py:send_request():405] send_request: python_packages
2024-05-30 18:00:58,390 DEBUG   HandlerThread:29640 [handler.py:handle_request():158] handle_request: stop_status
